key,text
card.end_false_purchase.left,Shake
card.end_false_purchase.left_outcome,Two summers later the pound falls to the sills and nobody in Sorrel knows why.
card.end_false_purchase.right,Ask what she knows about the water
card.end_false_purchase.right_outcome,"""That it floats coal. What else is there?"""
card.end_ord_companys_keeper.text,"Your file reads 'reliable'. For the record, that is the Company's highest word. You have kept the gate a hundred watches and never once asked me about the sluice house."
card.end_ord_companys_keeper.left,Ask her now
card.end_ord_companys_keeper.left_outcome,"""No."" She almost smiles. ""You will find that was the right time."""
card.end_ord_companys_keeper.right,Say it was not your business
card.end_ord_companys_keeper.right_outcome,"""Noted."""
card.end_ord_jubilee.text,"Eighty years, a record day, and not one boat grounded. Your name goes on the plaque beside the top gate. Bronze, Keeper. The Meridian spirit, cast in bronze."
card.end_ord_jubilee.left,Stand for the unveiling
card.end_ord_jubilee.left_outcome,"Bronze goes green, in time. So does everything here."
card.end_ord_jubilee.right,Put Quenn's name beside yours
card.end_ord_jubilee.right_outcome,"He agrees at once, and means it."
card.end_ord_long_watch.text,A hundred watches. The Company offers a cottage below Lock 7 and a pension in scrip. The gauge on the sill reads what it reads. Somebody else will have to notice.
card.end_ord_long_watch.left,Take the cottage
card.end_ord_long_watch.left_outcome,The garden floods every spring. You keep it anyway.
card.end_ord_long_watch.right,Ask for one more year
card.end_ord_long_watch.right_outcome,"""Regrettably."" The cottage, then."
card.end_ord_quiet.text,"There is a wedding at the Still Water chapel and the whole summit comes, the geese included. The gauge reads what it reads. For once, you are not looking at it."
card.end_ord_quiet.left,Dance
card.end_ord_quiet.left_outcome,Badly. Nobody minds.
card.end_ord_quiet.right,Watch the water anyway
card.end_ord_quiet.right_outcome,Old habits. It is a mark lower than it was.
card.end_ord_towns_keeper.text,"The moot voted you a chair. Not a title. A chair, by the fire, and a tankard with your name on it. Your Company gave nothing. You knew that."
card.end_ord_towns_keeper.left,Sit in it
card.end_ord_towns_keeper.left_outcome,"""Costs nothing. First thing here that does."""
card.end_ord_towns_keeper.right,Give the chair to Dace
card.end_ord_towns_keeper.right_outcome,"Dace sits in it once, to be polite, and never again."
card.end_ord_transferred.text,"Keeper! Magnificent news. Lock 3, Sorrel side. Quieter water, a bigger house, a lower toll book. The Board calls it a promotion and so, Keeper, shall we."
card.end_ord_transferred.left,Accept it
card.end_ord_transferred.left_outcome,The barge down is the first you have ridden in a year.
card.end_ord_transferred.right,Ask why
card.end_ord_transferred.right_outcome,"""Our little difficulty, Keeper. Nothing more."""
card.end_res_coffers_max.text,"The account shows a surplus the toll table cannot produce. For the record, I asked you twice. There is one explanation in the manual. The constables know it too."
card.end_res_coffers_max.text_variant0,"The account shows a surplus the toll table cannot produce. I asked you twice, and I wanted you to have an answer. You will find I have written the kindest version that is still true."
card.end_res_coffers_max.left,It was for the gates
card.end_res_coffers_max.left_outcome,"""Noted. It is not what the manual calls it."""
card.end_res_coffers_max.right,Say nothing
card.end_res_coffers_max.right_outcome,"""Noted."""
card.end_res_coffers_min.text,The Board regrets. Wages unpaid for three watches constitute abandonment of the works. The account is closed and the appointment with it. Arrangements have been made for your furniture.
card.end_res_coffers_min.left,Ask who bought it
card.end_res_coffers_min.left_outcome,"""Mrs Cole, at a fair price. Regrettably."""
card.end_res_coffers_min.right,Ask who keeps the gate
card.end_res_coffers_min.right_outcome,"""Someone will. Someone always does."""
card.end_res_company_max.text,The Board's view is that you are the Meridian Canal. Your likeness will go on the Jubilee medal and your name on every statement about the water. You need only say yes.
card.end_res_company_max.text_variant0,"The Board's view is that you are the Meridian Canal. You have read the file, so you understand exactly what the medal is for. You need only say yes."
card.end_res_company_max.left,Yes
card.end_res_company_max.left_outcome,"The medal is bronze. The crowd, later, will know the face."
card.end_res_company_max.right,Ask for time
card.end_res_company_max.right_outcome,"""The Board's view is that there is none."""
card.end_res_company_min.text,COMPANY TO KEEPER HALFWAY STOP APPOINTMENT REVOKED STOP VACATE BY NEXT WATCH STOP HAND BOOK AND KEYS TO AUDITOR STOP
card.end_res_company_min.left,Hand over the Book
card.end_res_company_min.left_outcome,Vosk takes it without opening it.
card.end_res_company_min.right,Tear out your pages first
card.end_res_company_min.right_outcome,The Ledger is not the Book. You keep the Ledger.
card.end_res_town_max.text,The town has risen for you and against the charter. I have orders to take you east. I have also told my people not to load. Come quietly and nobody here learns what a rifle sounds like.
card.end_res_town_max.left,Go quietly
card.end_res_town_max.left_outcome,The town watches. Nobody fires. He was right about that.
card.end_res_town_max.right,Ask the town to stand down
card.end_res_town_max.right_outcome,"They do, for you. Then you go east anyway."
card.end_res_town_min.text,"Nobody is shouting. The doors are barred, the tow ropes are cut, and the town is walking you to the boundary stone with lamps. I am carrying one. I am sorry about that."
card.end_res_town_min.left,Walk with them
card.end_res_town_min.left_outcome,"At the stone she says, ""It costs what it costs."""
card.end_res_town_min.right,Ask her to stop it
card.end_res_town_min.right_outcome,"""I could have. Before."""
card.end_res_traffic_max.text,"Two in the chamber, Keeper, both at speed, because nobody was counting any more. The coal boat's under the grain boat. Stroud is down there. Three things: you'll want to come, you'll want to not, and it doesn't matter."
card.end_res_traffic_max.left,Go down
card.end_res_traffic_max.left_outcome,You go down.
card.end_res_traffic_max.right,Send for the Company
card.end_res_traffic_max.right_outcome,Dace looks at you the way he looks at a broken paddle.
card.end_res_traffic_min.text,Keeper. Forty-one vessels between here and Lock 6. Aldmere has closed its flight. The Board has wired. I did not read it aloud. I am reading it to you now.
card.end_res_traffic_min.left,Ask what it says
card.end_res_traffic_min.left_outcome,"""'Remove.' One word. They used to write more."""
card.end_res_traffic_min.right,You know what it says
card.end_res_traffic_min.right_outcome,He folds it very small.
card.end_res_water_max.text,"At the third bell the east embankment goes. The sound is not loud. Then the town's lamps go out one street at a time, from the bottom up."
card.end_res_water_max.text_variant0,At the third bell the east embankment goes. Nobody sandbagged; nobody would come when you called. The town's lamps go out from the bottom up.
card.end_res_water_max.left,Run for the paddles
card.end_res_water_max.left_outcome,"Too late, and you know it."
card.end_res_water_max.right,Run for the town
card.end_res_water_max.right_outcome,You carry a child up Chapel Street. It is one.
card.end_res_water_min.text,The gauge reads nothing. A grain barge settles onto the sill with a sound like a door closing. The chamber is a stone room with a boat in it.
card.end_res_water_min.text_variant0,"The gauge reads nothing. Quenn stands beside you with her folio shut. ""The figures said this,"" she says. ""Sorry. They said this."""
card.end_res_water_min.left,Write the true figures
card.end_res_water_min.left_outcome,The last entry in your hand.
card.end_res_water_min.right,Write 'drought'
card.end_res_water_min.right_outcome,"The Company will read it, and agree."
card.end_rev_bram.text,"At the boundary stone Bram Holloway stands up, which he does not do. ""We hold a place on the north bank where the water comes out of the hill. We have never said it. We say it now, to a gate."""
card.end_rev_bram.left,Take the bearing
card.end_rev_bram.left_outcome,"He gives it in the old way, by lamps and stones."
card.end_rev_bram.right,Ask why now
card.end_rev_bram.right_outcome,"""Because you are leaving, and the remembered are not."""
card.end_rev_cipher.text,"The last night, and the cipher gives. It was the gauge marks all along. The ledger is a map. She reads it over your shoulder and says nothing for a long time."
card.end_rev_cipher.left,Give her the ledger
card.end_rev_cipher.left_outcome,"""He drew this. He was going in."" She keeps it."
card.end_rev_cipher.right,Copy it into the Ledger first
card.end_rev_cipher.right_outcome,She lets you. Then she takes it.
card.end_rev_crane.text,You are dismissed and I am recalled. I note that my report under Schedule Nine includes six years of water counts. Aldmere will not read it. I have taken the liberty of a second copy.
card.end_rev_crane.left,For the Ledger
card.end_rev_crane.left_outcome,"""Duly. I did not say that."""
card.end_rev_crane.right,For Quenn
card.end_rev_crane.right_outcome,"""She has them already. Hers are more precise."""
card.end_rev_file.text,"They found you with Vosk's file open on the desk. You're removed. I shouldn't tell you this, Keeper, but I wired the first page to the Ledger office before they took it. In strictest confidence."
card.end_rev_file.left,Thank him
card.end_rev_file.left_outcome,He goes red to the eyeshade.
card.end_rev_file.right,Tell him to burn his copy
card.end_rev_file.right_outcome,"""I already did. The other copy."""
card.end_rev_letters.text,The Breach has emptied the undercroft into Chapel Street. Hale is on her knees in the mud gathering letters in an engineer's hand. She looks up at you and holds one out.
card.end_rev_letters.left,Take it
card.end_rev_letters.left_outcome,"""The water I have given."" Marrow's hand. You read it by lamplight, once."
card.end_rev_letters.right,Help her gather them
card.end_rev_letters.right_outcome,"She gives you one anyway, at the end."
card.end_rev_sluice.text,"Behind the sluice house the tunnel goes down, then under. Your lamp lasts long enough to show a second lamp, rusted, and a coat on the stone that had been Dray's. The water is very cold."
card.end_rev_sluice.left,Reach for the coat
card.end_rev_sluice.left_outcome,The Ledger records what you saw. Not what came after.
card.end_rev_sluice.right,Turn back
card.end_rev_sluice.right_outcome,The way back is not where you left it.
card.end_rev_song.text,"At the boundary stone, while the town stands with its lamps, the old woman sings the last verse. The one about the river that went into the hill. The town hears it too."
card.end_rev_song.left,Listen to the end
card.end_rev_song.left_outcome,You have the words now. The Ledger has them.
card.end_rev_song.right,Ask the town if they heard
card.end_rev_song.right_outcome,Some of them did. Ilse did.
card.end_rev_survey.text,They've dismissed you. One watch after you read it. I'm copying the survey out by hand before they empty the drawer. Take the copy. Put it somewhere they don't read.
card.end_rev_survey.left,The Ledger
card.end_rev_survey.left_outcome,"""Good. Sorry. Good."""
card.end_rev_survey.right,Give it to Crane
card.end_rev_survey.right_outcome,"""He'll file it. That's roughly the same thing."""
card.end_rev_tobin.text,"Tobin's gone, in the spring, in his chair. He left you the tankard and a story he never finished: the Dry Year men who came at night to dredge a reservoir, with no dredgers, and went into the hill instead."
card.end_rev_tobin.left,Write it down
card.end_rev_tobin.left_outcome,"In the Ledger, in full, for the next one."
card.end_rev_tobin.right,Tell it to Mirren
card.end_rev_tobin.right_outcome,She listens the way he did.
card.end_rev_vosk.text,"I deliver this one myself. You are dismissed. For the record, and only for the record, the Company has known since the Dry Year. I will leave the door open behind me. You will find that is not an accident."
card.end_rev_vosk.left,Ask why she is telling you
card.end_rev_vosk.left_outcome,"""Because the next one will ask too, and I am tired."""
card.end_rev_vosk.right,Go through the door
card.end_rev_vosk.right_outcome,The file is on her desk. You have one watch.
card.end_true_cut.text,"The regulating sluice she died building is finished. The pound holds. Lowmere has a stream by autumn. Nobody knows. For the record, you have chosen to be me. You will find it is not nothing."
card.end_true_cut.left,Take the key
card.end_true_cut.left_outcome,"Brass, stamped S.H. It was always going to be someone."
card.end_true_cut.right,Give the key to Hale
card.end_true_cut.right_outcome,"""We tend it,"" she says. ""That is all we ever did."""
card.end_true_ledger.text,"Under the Compact, Schedule Nine, both shores now hold the same document in the same watch: Quenn's figures, Marrow's letters, Hesse's front page, my seal. I note that the Company has no schedule for this."
card.end_true_ledger.left,Sign as witness
card.end_true_ledger.left_outcome,The charter falls within the year. The canal does not.
card.end_true_ledger.right,Let the town sign first
card.end_true_ledger.right_outcome,Ilse signs. Then Dace. Then everyone.
card.end_true_river.text,"Dawn. Marrow's sluice is open and the Quell is going home under the hill. The pound is falling to a road. ""We have never thanked a gate,"" Bram says. ""We are learning."""
card.end_true_river.left,Go down with them
card.end_true_river.left_outcome,"The west flight, then a dry valley with a river in it."
card.end_true_river.right,Keep the smaller gate
card.end_true_river.right_outcome,A seasonal canal needs a Keeper too.
card.evg_cargo_01.text,A Sorrel barge declares iron ingots. The waterline says it carries something heavier. The bargee is already reaching for the toll.
card.evg_cargo_01.left,Open the hold
card.evg_cargo_01.left_outcome,Ingots on top. Lead shot underneath. He shrugs.
card.evg_cargo_01.right,Iron is iron
card.evg_cargo_01.right_outcome,"The toll is paid twice over, quietly."
card.evg_cargo_02.text,I note that this vessel's manifest lists forty barrels and I have counted forty-three. Schedule Two is unambiguous about miscounts.
card.evg_cargo_02.left,Impound the three
card.evg_cargo_02.left_outcome,"""Duly."" The bargee calls you something under his breath."
card.evg_cargo_02.right,A clerk's error
card.evg_cargo_02.right_outcome,"""The Compact does not recognize clerks' errors."""
card.evg_cargo_03.text,"Six coal barges, one manifest, one seal, one toll. My principals call it a fleet. Your predecessor called it six boats and charged six tolls. Delay costs, Keeper."
card.evg_cargo_03.left,"Six boats, six tolls"
card.evg_cargo_03.left_outcome,"""Fine. I'll add it to the bill."""
card.evg_cargo_03.right,"One fleet, one toll"
card.evg_cargo_03.right_outcome,"""See? We can fix that."""
card.evg_cargo_04.text,"There's a boat two back in the queue with a hold full of nothing. Cargo. I'm telling you so you don't look, not so you do."
card.evg_cargo_04.left,Look anyway
card.evg_cargo_04.left_outcome,"Nothing, as she said. Very neatly stacked nothing."
card.evg_cargo_04.right,Don't look
card.evg_cargo_04.right_outcome,The boat passes. Wren does not mention it again.
card.evg_cargo_05.text,"Three things. The grain boat's papers are Aldmere. The grain is Sorrel, by the sacks. And the bargee's asking if we're the sort of gate that notices."
card.evg_cargo_05.left,We notice
card.evg_cargo_05.left_outcome,Grain is impounded pending the right stamp. Somebody is furious somewhere.
card.evg_cargo_05.right,Grain is grain
card.evg_cargo_05.right_outcome,"""Right. Just so I know what sort."""
card.evg_cargo_06.text,"A passenger packet from Aldmere: twelve travellers, luggage roped high. One trunk is leaking a slow red stain onto the deck."
card.evg_cargo_06.left,Open the trunk
card.evg_cargo_06.left_outcome,Beetroot. Forty pounds of it. The traveller weeps with relief.
card.evg_cargo_06.right,Not your business
card.evg_cargo_06.right_outcome,The packet goes through. The stain stays in your mind.
card.evg_cargo_07.text,"A most interesting case. Live geese are livestock under Schedule Two but poultry under Schedule Five, and the tolls differ. I have prepared a memorandum."
card.evg_cargo_07.left,Livestock
card.evg_cargo_07.left_outcome,"""A defensible reading."" He is visibly thrilled."
card.evg_cargo_07.right,Poultry
card.evg_cargo_07.right_outcome,"""Also defensible. I shall note both."""
card.evg_cargo_08.text,Your inspector has had my ironwork barge open for two hours over a stamp. Two hours. My principals will hear the word 'Halfway' and it will not be a good word.
card.evg_cargo_08.left,Tell Crane to finish
card.evg_cargo_08.left_outcome,He finishes. In another hour.
card.evg_cargo_08.right,The inspector has his reasons
card.evg_cargo_08.right_outcome,"""So do I. Mine pay."""
card.evg_cargo_09.text,"All right. Yes. That's my crate under the tarpaulin, and yes, it's the one I said wasn't. Tell me what it costs and I'll tell you if I have it."
card.evg_cargo_09.left,It costs the crate
card.evg_cargo_09.left_outcome,"She lets it go without a word, which is how you know it mattered."
card.evg_cargo_09.right,"It costs a favor, later"
card.evg_cargo_09.right_outcome,"""Done. Don't ask for a big one."""
card.evg_cargo_10.text,"Coal barge wants to unload half its load on our wharf to lighten for the sills, then reload below. That's a day's hands. Company says it's the boat's problem."
card.evg_cargo_10.left,Lend the hands
card.evg_cargo_10.left_outcome,A day's coal dust and a grateful crew.
card.evg_cargo_10.right,The boat's problem
card.evg_cargo_10.right_outcome,It sits in the pound for two days working it out.
card.evg_cargo_11.text,"A boat of Concordance lamp-oil, blessed and sealed, bound for the chapels of Sorrel. The Sorrel inspector wants it opened. The seal, the pilgrims say, is the point."
card.evg_cargo_11.left,Respect the seal
card.evg_cargo_11.left_outcome,The oil passes unopened. Sorrel's man writes a note.
card.evg_cargo_11.right,Open it
card.evg_cargo_11.right_outcome,"Lamp-oil, all of it. The pilgrims re-bless it, slowly."
card.evg_cargo_12.text,There is a crate marked 'agricultural implements' with a Sorrel Escort Company seal. Schedule Four. I require the second seal or the crate does not move. I am quite firm.
card.evg_cargo_12.left,Hold the crate
card.evg_cargo_12.left_outcome,Solas arrives within the hour and says nothing at all.
card.evg_cargo_12.right,One seal will serve
card.evg_cargo_12.right_outcome,"""I note that. I note it in ink."""
card.evg_cargo_13.text,"Off the record: a Sorrel printing press, in pieces, in three barrels marked pickles. The Aldmere guilds would rather it never arrived. I would rather it did. What would you rather?"
card.evg_cargo_13.left,"Pickles, then"
card.evg_cargo_13.left_outcome,The barrels pass. Aldmere gets a newspaper it did not ask for.
card.evg_cargo_13.right,Declare it properly
card.evg_cargo_13.right_outcome,Crane is delighted for a week.
card.evg_cargo_14.text,No jokes. There's medicine on that boat for the coalfield towns and the Sorrel inspector's holding it for a fee. Children's medicine. You could pass it as Company mail.
card.evg_cargo_14.left,Company mail
card.evg_cargo_14.left_outcome,It goes through first. You sign a lie in the Book.
card.evg_cargo_14.right,Pay the fee from the Coffers
card.evg_cargo_14.right_outcome,"Legal, slow, and yours."
card.evg_cargo_15.text,"Barge riding low, Keeper. The bargee says ballast. And there's a smell like a cellar with a cat in it."
card.evg_cargo_15.left,Open it
card.evg_cargo_15.left_outcome,"Cheese. A hold of it, ripening in the sun. The hands will not go down."
card.evg_cargo_15.right,"Pass it, quickly"
card.evg_cargo_15.right_outcome,The smell hangs over the pound until nightfall.
card.evg_cargo_16.text,A Company barge marked 'reservoir works' waits with a tarpaulin over the whole load and a foreman who says the Keeper's inspection right does not apply to Company cargo.
card.evg_cargo_16.left,It applies
card.evg_cargo_16.left_outcome,"Under the tarpaulin: masonry, timber shoring, lamps. A lot of lamps."
card.evg_cargo_16.right,Company cargo passes
card.evg_cargo_16.right_outcome,The foreman touches his cap. Vosk hears of it approvingly.
card.evg_cargo_17.text,"The Compact provides for a joint inspection where cargo is disputed between shores. The Sorrel agent has declined to attend. I propose to inspect alone, duly witnessed by you."
card.evg_cargo_17.left,Witness it
card.evg_cargo_17.left_outcome,An hour of counting. Nothing wrong. He is quietly disappointed.
card.evg_cargo_17.right,No inspection without both
card.evg_cargo_17.right_outcome,"""A strict reading. I respect it, and disagree."""
card.evg_cargo_18.text,My principals will pay a standing fee for coal barges to pass without the hold check. Call it a season ticket. Everybody does it at Lock 4.
card.evg_cargo_18.left,A season ticket
card.evg_cargo_18.left_outcome,The Coffers swell. The Book has a new column nobody taught you.
card.evg_cargo_18.right,Not at Lock 9
card.evg_cargo_18.right_outcome,"""Lock 9. Right. I'll remember which one."""
card.evg_cargo_19.text,Somebody left a basket of eels on the sill for the Keeper. Still lively. It'd be rude not to. It'd also be rude to ask who.
card.evg_cargo_19.left,Take the eels
card.evg_cargo_19.left_outcome,Ilse cooks them. The Book says nothing about eels.
card.evg_cargo_19.right,Give them to the chapel
card.evg_cargo_19.right_outcome,Hale feeds six people. Wren sighs.
card.evg_cargo_20.text,"An empty boat going east, riding high, toll paid in advance by wire. The bargee cannot say who paid or what he will carry back. He seems not to know himself."
card.evg_cargo_20.left,Hold him until he does
card.evg_cargo_20.left_outcome,By evening a wire arrives from Ardent releasing him. The wire is signed 'A.K.'
card.evg_cargo_20.right,Paid is paid
card.evg_cargo_20.right_outcome,"He goes down the east flight, high and quiet."
card.evg_chapel_01.text,"The blessing of vessels falls on the first day of the month. Every boat in the pound receives the lamp. It takes a morning. The Company has never asked us to stop, and never asked us to hurry."
card.evg_chapel_01.left,The morning is the chapel's
card.evg_chapel_01.left_outcome,Lamps over every hull. The queue is patient in a way it never is for you.
card.evg_chapel_01.right,Bless them as they pass
card.evg_chapel_01.right_outcome,"""We tend what moves as well as what is still."" She adapts."
card.evg_chapel_02.text,"A Concordance novice, very young, has come to ask the Keeper whether the summit water is the same water as the spring in the chapel. Her teacher told her to ask an engineer. There is none about."
card.evg_chapel_02.left,The same water
card.evg_chapel_02.left_outcome,"She is pleased. It is, as it happens, true."
card.evg_chapel_02.right,Ask Sister Hale
card.evg_chapel_02.right_outcome,"""I did. She said to ask an engineer."""
card.evg_chapel_03.text,"The chapel's roof leaks. Sister Hale has asked me, as landlady, and I have asked the Company, as its tenant is the town's comfort. The Company has asked you. Everyone has asked someone."
card.evg_chapel_03.left,Pay for the roof
card.evg_chapel_03.left_outcome,Tamm mends it in a day. Hale blesses the ladder.
card.evg_chapel_03.right,The landlady's roof
card.evg_chapel_03.right_outcome,"""Kindly. I shall mend it, and raise the lease."""
card.evg_chapel_04.text,"The chapel woman feeds our children at her gate. We do not attend her chapel. She has never asked us to. We ask whether the gate thinks that is kindness, or patience."
card.evg_chapel_04.left,Kindness
card.evg_chapel_04.left_outcome,"""Perhaps. We have known patient people who fed us too."""
card.evg_chapel_04.right,Ask her yourself
card.evg_chapel_04.right_outcome,"""We do not ask the water. She does not ask us. We are alike, she and we."""
card.evg_chapel_05.text,"Hale's asked the moot to make the Lamp Vigil a town holiday. Half the town would take any holiday. The other half says the chapel's the Company's chapel, founded on Company money."
card.evg_chapel_05.left,Support the holiday
card.evg_chapel_05.left_outcome,The town takes the day. The chapel is full. Ilse sells a great deal of ale.
card.evg_chapel_05.right,Stay out of it
card.evg_chapel_05.right_outcome,"""Wise. Or cowardly. I'll tell you which later."""
card.evg_chapel_06.text,"A bargee has died in the pound, of drink, at night. His people are Sorrel and far away. The chapel would bury him at the summit and tend the grave. It costs a plot of Company ground."
card.evg_chapel_06.left,A plot of Company ground
card.evg_chapel_06.left_outcome,The first grave at the summit that is not a Keeper's.
card.evg_chapel_06.right,Send him down to Sorrel
card.evg_chapel_06.right_outcome,A cold boat goes west. Hale lights a lamp anyway.
card.evg_chapel_07.text,"A Concordance elder from the Aldmere chapels has come to inspect the summit chapel's 'founding relics'. Hale has said the undercroft is flooded. It is not, this week. She has asked you to say it is."
card.evg_chapel_07.left,The undercroft is flooded
card.evg_chapel_07.left_outcome,The elder leaves. Hale does not thank you; she does not need to.
card.evg_chapel_07.right,Show him the undercroft
card.evg_chapel_07.right_outcome,Hale goes very still. The elder finds only damp and old stone. This week.
card.evg_chapel_08.text,I have found the chapel's original lease among my father's papers. It names a donor. The name is not the Company's. I mention it because the Keeper seems the sort who likes to know things.
card.evg_chapel_08.left,Whose name?
card.evg_chapel_08.left_outcome,"""Marrow. An engineer, I believe. Long dead. Kindly forget I said so."""
card.evg_chapel_08.right,Old paper is old paper
card.evg_chapel_08.right_outcome,"""Quite. I shall keep it anyway. I keep everything."""
card.evg_chapel_09.text,"A Sorrel engineer has asked to test the chapel spring. Its flow, its minerals. He is polite. I have said the spring is not a thing to be tested. He has said everything is. I have come to the gate."
card.evg_chapel_09.left,The spring is the chapel's
card.evg_chapel_09.left_outcome,He leaves. She holds your hand a moment too long.
card.evg_chapel_09.right,Let him test it
card.evg_chapel_09.right_outcome,"Iron, and the pound's own minerals, exactly. He writes it down. So do you."
card.evg_chapel_10.text,"The chapel woman asked our old singer to sing at her Vigil. The old singer said the song is not for lamps. We ask whether the gate would hear it, if it were sung there."
card.evg_chapel_10.left,I would
card.evg_chapel_10.left_outcome,"""Then perhaps it will be. Perhaps."""
card.evg_chapel_10.right,Songs are the Reach's business
card.evg_chapel_10.right_outcome,"""They are. We wondered."""
card.evg_chapel_11.text,"The chapel poor-line at the gate has doubled. Sorrel families, mostly, off the coal boats. Hale feeds them. The town says it's the Keeper's gate, so it's the Keeper's poor. I say nothing. I'm asking."
card.evg_chapel_11.left,Feed them from the Coffers too
card.evg_chapel_11.left_outcome,The line is fed. The Book has a column Vosk reads twice.
card.evg_chapel_11.right,The chapel feeds; the gate keeps
card.evg_chapel_11.right_outcome,"""Fair. Cold, but fair."""
card.evg_chapel_12.text,A vessel asks the old blessing against the Dry Summit. I have not been asked for it in years. Its words mention 'the river under the hill'. I do not know why. We tend. We do not ask.
card.evg_chapel_12.left,Ask anyway
card.evg_chapel_12.left_outcome,"""Old words. Older than the chapel, I think."" She will not say more."
card.evg_chapel_12.right,Say the blessing
card.evg_chapel_12.right_outcome,"The words go over the hull. The bargee, Hullfolk, weeps without sound."
card.evg_chapel_13.text,"A woman in Concordance grey stands at the gate all day, saying nothing, holding an unlit lamp. Bargees find her unsettling. Hale says she is 'keeping a silence'. Nobody knows for whom."
card.evg_chapel_13.left,Let her keep it
card.evg_chapel_13.left_outcome,At dusk she lights the lamp and walks away. The pound is a mark lower.
card.evg_chapel_13.right,Ask her to keep it in the chapel
card.evg_chapel_13.right_outcome,She goes. The bargees are relieved and slightly ashamed.
card.evg_chapel_14.text,"Sister Hale has taken in a Sorrel deserter and calls it sanctuary. My building. Company lease. Sorrel Escort Company outside asking. I am not a hard woman, but I am a landlady with a lease to protect."
card.evg_chapel_14.left,Sanctuary holds
card.evg_chapel_14.left_outcome,Solas withdraws his men without a word. Cole raises the lease.
card.evg_chapel_14.right,Hand him to Solas
card.evg_chapel_14.right_outcome,Solas takes him gently. Hale does not speak to you for a week.
card.evg_chapel_15.text,The Concordance in Aldmere has sent a new hymn for the Vigil. It is about reservoirs. I do not think a hymn should be about reservoirs. But the Company paid for the printing.
card.evg_chapel_15.left,Sing the old hymns
card.evg_chapel_15.left_outcome,"""Thank you."" The new hymnals line a damp shelf."
card.evg_chapel_15.right,The Company paid; sing it
card.evg_chapel_15.right_outcome,"A hymn about reservoirs. Quenn, in the back pew, does not sing."
card.evg_chapel_16.text,Hale's Vigil is tonight and my inn's the only lit building in town. Every year I close for it. Every year I lose a night. This year I'm asking if the Keeper would stand a round for the town after.
card.evg_chapel_16.left,Stand the round
card.evg_chapel_16.left_outcome,"Vigil, then ale. The chapel and the inn both approve, for once."
card.evg_chapel_16.right,Stay open through the Vigil
card.evg_chapel_16.right_outcome,The inn is lit. The chapel is fuller anyway. Ilse is not sure how to feel.
card.evg_chapel_17.text,"The chapel's charter men have put a fence around the spring. A fence. Around water. We have not touched it. We wanted the gate to know we have not touched it, and that we noticed."
card.evg_chapel_17.left,Have the fence taken down
card.evg_chapel_17.left_outcome,Hale does not object. She never does. She looks tired.
card.evg_chapel_17.right,The spring is the chapel's
card.evg_chapel_17.right_outcome,"""So they say. So the charter says. We have read charters."""
card.evg_chapel_18.text,"You have asked me three times about the water. Whatever it is, it has fed this town for eighty years. If it is not a gift, it has behaved like one. Do not take that from them."
card.evg_chapel_18.left,I will not take it from them
card.evg_chapel_18.left_outcome,"""Then we understand each other. For now."""
card.evg_chapel_18.right,They should know what feeds them
card.evg_chapel_18.right_outcome,"""Should. A hard word. I have never used it."""
card.evg_chapel_19.text,"Pilgrims from the Sorrel chapels have arrived to see the summit spring and found it fenced, or unfenced, and small. They ask the Keeper whether this is really the source. They have walked a long way."
card.evg_chapel_19.left,This is the source
card.evg_chapel_19.left_outcome,They kneel. Something in you does not.
card.evg_chapel_19.right,The source is under the hill
card.evg_chapel_19.right_outcome,They look at the hill. One of them writes it down.
card.evg_chapel_20.text,"The lamp at the chapel door has burned since the founding, they say. A bargee bumped the post and it has gone out. The town is more upset than I expected. Relight it quietly, or make a rite of it?"
card.evg_chapel_20.left,A rite
card.evg_chapel_20.left_outcome,The whole town attends the relighting. It becomes a new tradition by evening.
card.evg_chapel_20.right,Quietly
card.evg_chapel_20.right_outcome,"""Yes. Some things are better tended than seen."""
card.evg_company_orders_01.text,COMPANY TO KEEPER STOP REDUCE LOCK HANDS BY ONE FOR ECONOMY STOP NAME TO FOLLOW BY POST STOP
card.evg_company_orders_01.left,Comply; choose the newest hand
card.evg_company_orders_01.left_outcome,A young man goes down the flight with a reference.
card.evg_company_orders_01.right,Reply that the gate needs every hand
card.evg_company_orders_01.right_outcome,No reply for a week. Then a different order.
card.evg_company_orders_02.text,Keeper! The Board would like a photograph of the summit for the Jubilee brochure. The plate-man needs the chamber empty and still for a quarter hour. In daylight. On a working day.
card.evg_company_orders_02.left,A quarter hour for the Company
card.evg_company_orders_02.left_outcome,The plate shows an empty lock and a Superintendent. It is much admired.
card.evg_company_orders_02.right,"At dawn, before the boats"
card.evg_company_orders_02.right_outcome,The plate is dark and moody. Pell is in it anyway.
card.evg_company_orders_03.text,"A Board directive: Keepers are to report any 'unusual interest' in Company structures by persons unknown. For the record, that includes the sluice house. For the record, I did not write it."
card.evg_company_orders_03.left,Acknowledge it
card.evg_company_orders_03.left_outcome,"""Noted."" She does not ask if you have any to report."
card.evg_company_orders_03.right,Ask why the sluice house
card.evg_company_orders_03.right_outcome,"""Because it is on the list. You will find lists are not explained."""
card.evg_company_orders_04.text,"Ambrose Kell, Commissioner. The Board's view is that the summit is a Company asset and its Keeper a Company servant. I say this at every lock. I find it saves time later."
card.evg_company_orders_04.left,"Understood, Commissioner"
